Occupation,Sex,Age,Residency_in_Dormitory,Number_of_Family_Members,Parent_Cohabitation_Status,Mother_Education,Father_Education,Mother_Job_Category,Father_Job_Category,Criminal_Records,Legal_Guardian,Average_Sport_Activity_Per_Week,Average_Studying_Per_Week,Average_Grades_Previous_Semester,Having_Scholarship,Financial_Support_Parents,Using_Extracurricular_Classes,Having_Extracurricular_Activities,History_Mental_Illness,Willingness_to_Studying,History_Physical_Illness,Marital_Status_Relationship,Relationship_Quality_Family,Free_Time_After_Classes,Communication_Quality_Classmates,Alcohol_Consumption_Week,Alcohol_Consumption_Weekend,Number_of_Absences,Average_Student_Final_Grades,Academic_Performance
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,212.0096283230669,7.496251760421817,16.353751099262492,Yes,Yes,No,Yes,No,High,No,Relationship,Good,383.172728265172,Good,Moderate,8,4,14.13,Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,281.90756255027367,21.15180180691522,18.68814314726565,No,Yes,Yes,Yes,No,Very High,No,Relationship,Good,461.2902768991974,Good,Low,5,5,17.25,Very Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,229.31545778773065,11.581825328523838,16.595972327080343,No,Yes,No,Yes,No,High,No,Relationship,Poor,402.6870015259461,Good,Moderate,5,2,14.91,Good
Teacher,Female,26,Yes,8,Living Together,PhD+,PhD+,Services,Services,No,Father,235.23396811628632,13.962930061686125,19.97461649874153,Yes,Yes,Yes,Yes,No,Very High,No,Relationship,Average,480.2990032803528,Very Good,Low,3,4,18.01,Very Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,185.86786395505527,11.575113328373485,12.182069597979092,Yes,No,No,Yes,No,Moderate,No,Single,Very Good,325.3476146533141,Average,High,4,4,11.81,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,278.73214016424527,12.145141532672913,17.995972906873014,Yes,Yes,No,Yes,Yes,High,No,Relationship,Good,418.80800214389,Good,Moderate,3,7,15.55,Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,208.6833957171648,39.77529718325194,16.371617873991973,No,Yes,No,Yes,No,Very High,No,Relationship,Poor,438.3824465861409,Good,Low,5,5,16.34,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,119.72384628785008,24.755646976573324,16.296637342580222,Yes,Yes,Yes,Yes,No,High,No,Relationship,Very Good,420.977999299581,Good,Moderate,6,5,15.64,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,278.2358979087634,26.813902894289672,11.910027138139988,No,Yes,Yes,Yes,No,Moderate,No,Single,Fair,328.3750655995545,Average,High,0,9,11.94,Average
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,228.85322907773192,21.93594789469197,17.42722150907627,No,Yes,Yes,Yes,No,Very High,No,Relationship,Good,452.5871621023657,Good,Low,2,4,16.9,Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,148.98691852100623,5.149945692784336,18.80451226817119,Yes,Yes,No,Yes,No,Very High,No,Relationship,Average,451.5591626677746,Good,Low,1,2,16.86,Good
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,146.43549228205296,21.159663762586455,10.622581538246756,No,Yes,Yes,No,No,Moderate,No,Single,Fair,259.5783592794543,Poor,High,4,11,9.18,Bad
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,200.76028815985333,26.583436916058773,15.50596204540045,Yes,Yes,No,Yes,No,High,No,Relationship,Very Good,402.1534084098186,Good,Moderate,7,6,14.89,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,212.42293566873093,11.172804207687108,12.705617949233302,No,Yes,No,Yes,No,Moderate,No,Single,Good,312.1979741516162,Average,High,4,7,11.29,Average
Teacher,Female,26,Yes,8,Living Together,PhD+,PhD+,Services,Services,No,Father,193.81045859418444,25.72261333728901,19.87457743153853,Yes,Yes,Yes,Yes,No,Very High,No,Relationship,Good,489.5861527283645,Very Good,Low,8,4,18.38,Very Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,201.79160714100195,23.63468967883263,13.74599378998018,No,Yes,No,Yes,No,High,No,Relationship,Average,366.2270684937203,Average,Moderate,0,7,13.45,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,298.9970162203466,32.81632035850936,10.739842085563312,No,Yes,No,Yes,No,High,No,Single,Extremely Poor,344.4610166685553,Average,Moderate,5,1,12.58,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,255.008020656442,14.65773589989105,12.58229150266199,No,Yes,No,Yes,No,High,No,Single,Average,347.3720869138965,Average,Moderate,2,3,12.69,Average
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,193.3444913885517,9.219112141794186,15.846060677799514,No,Yes,Yes,Yes,No,High,No,Relationship,Poor,377.9703075960597,Average,Moderate,1,5,13.92,Average
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,245.89174065372384,15.106975125019634,8.913072456194914,Yes,No,No,No,No,Moderate,No,Single,Poor,273.9412893566674,Poor,High,3,2,9.76,Bad
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,107.72332675307224,29.48456794530899,15.24322304265485,No,Yes,No,Yes,No,High,No,Relationship,Average,408.0823168402142,Good,Moderate,2,5,15.12,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,207.85489349627665,3.372752953264296,19.174697110146777,No,Yes,Yes,Yes,No,High,No,Relationship,Average,414.5785050123144,Good,Moderate,8,5,15.38,Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,306.6514444813177,1.4529942765517418,18.204353451894207,No,Yes,No,Yes,Yes,High,No,Relationship,Average,389.6127210644706,Good,Moderate,8,5,14.38,Good
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,164.73678732253384,18.715162231452908,8.8120824398958,Yes,Yes,No,No,No,Moderate,No,Single,Average,256.20661432295543,Poor,High,7,5,9.05,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,120.66562499666406,14.45928565780675,19.920678544868817,No,Yes,Yes,Yes,Yes,Very High,No,Relationship,Average,461.4208043844735,Good,Low,6,3,17.26,Very Good
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,134.35377779848574,18.06182314540548,16.38472308444655,No,No,Yes,Yes,Yes,High,No,Relationship,Good,368.5336518193498,Average,Moderate,9,7,13.54,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,103.72568738603282,25.56249416988692,9.947369891768284,No,Yes,No,Yes,No,Moderate,No,Single,Very Good,309.0748640852128,Average,High,2,5,11.16,Average
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,125.06666643106075,13.57944523104918,8.148993070033082,Yes,Yes,Yes,No,No,Moderate,No,Single,Very Good,257.95886059644374,Poor,High,2,5,9.12,Bad
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,154.06443309869798,3.0159533525550355,10.055391635505815,No,Yes,No,No,No,Moderate,No,Single,Fair,246.4105357682012,Poor,High,6,4,8.66,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Services,Services,No,Father,81.61030865749505,34.35585245759955,18.058111048228863,No,No,No,Yes,No,Very High,No,Relationship,Poor,472.8947210976284,Very Good,Low,3,2,17.72,Very Good
Student,Male,20,No,4,Separated,Diploma or Below,Diploma or Below,Homemaker,Homemaker,Yes,Student,181.0932833764722,10.022173700489793,8.259671899341965,Yes,No,No,No,No,Low,Yes,Single,Poor,189.7520720572925,Very Poor,Very High,7,9,6.39,Bad
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,243.1594021650653,9.52770302390322,10.79776764341704,No,Yes,No,No,No,Moderate,No,Single,Very Good,298.1663452310391,Average,High,0,6,10.73,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,116.45706738971558,26.82976010978077,17.087667144018504,No,No,No,Yes,No,Very High,No,Relationship,Very Good,441.6162315816592,Good,Low,0,6,16.46,Good
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,286.34987465492384,14.924087031667856,15.03332643077762,Yes,Yes,Yes,Yes,Yes,High,No,Relationship,Fair,373.525474305268,Average,Moderate,6,4,13.74,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,215.75544619693164,17.492881183721515,17.392828524322304,No,No,Yes,Yes,No,High,No,Relationship,Average,413.99397712201227,Good,Moderate,8,4,15.36,Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,252.14064099368403,21.862320992482545,16.953806045921453,No,Yes,Yes,Yes,No,Very High,No,Relationship,Very Good,433.08106417686656,Good,Low,1,7,16.12,Very Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,133.9515812303504,26.668664824879965,8.607216645461657,No,Yes,Yes,No,No,Moderate,No,Single,Very Good,297.08455217235326,Average,High,4,3,10.68,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,239.8167658946631,15.332314454545823,18.710137029129815,Yes,Yes,No,Yes,Yes,Very High,No,Relationship,Fair,466.7802118119672,Good,Low,1,2,17.47,Very Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,103.56462697232809,30.159616047314397,10.724382011387224,No,Yes,No,Yes,No,Moderate,No,Single,Average,312.0474998556146,Average,High,8,4,11.28,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,242.3173250585556,1.0,14.640709282757165,No,Yes,Yes,Yes,No,Moderate,No,Single,Poor,311.6781818789282,Average,High,8,6,11.27,Average
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,192.0287537855472,24.078297895624612,15.731457878333346,No,No,Yes,Yes,No,Very High,No,Relationship,Very Good,436.3221046759703,Good,Low,0,3,16.25,Good
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,218.72758539893485,11.28377953585874,10.023538530621146,Yes,No,Yes,No,No,Moderate,No,Single,Extremely Poor,261.05147084957764,Poor,High,6,4,9.24,Average
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,97.70837760626038,28.97817053286393,19.71477508041169,No,No,No,Yes,No,Very High,No,Relationship,Poor,464.3963167129276,Good,Low,0,8,17.38,Very Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,117.34511104063768,19.13635583064436,13.857871473047709,No,Yes,No,Yes,No,High,No,Single,Poor,352.06690526378645,Average,Moderate,6,3,12.88,Average
Student,Male,20,No,4,Separated,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,221.80597527773693,12.616757343924789,8.691712347168721,No,No,No,No,No,Low,Yes,Single,Extremely Poor,209.8111336035477,Poor,Very High,7,7,7.19,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Services,Services,No,Father,113.61563970430596,23.30272874417306,19.247144537334083,No,Yes,No,Yes,No,Very High,No,Relationship,Fair,472.1495129419911,Very Good,Low,0,5,17.69,Very Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,212.4244404469386,25.145506777658014,15.035214118319216,Yes,Yes,No,Yes,No,High,No,Relationship,Good,409.06124634614577,Good,Moderate,2,5,15.16,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,84.3003535477828,23.135152982869105,16.390318375776516,No,Yes,No,Yes,No,High,No,Relationship,Average,360.24960277626536,Average,Moderate,9,10,13.21,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,239.3721948866668,9.762430082935516,14.302109479210689,Yes,Yes,Yes,Yes,No,High,No,Single,Average,343.1269760681725,Average,Moderate,4,7,12.53,Average
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,93.72336796620436,14.127863011023322,18.01685545732361,No,Yes,No,Yes,No,High,No,Relationship,Poor,401.8091951653407,Good,Moderate,9,4,14.87,Good
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,218.66099563756663,17.96741730302852,8.39760154631853,Yes,Yes,No,No,No,Moderate,No,Single,Extremely Poor,246.5401974697357,Poor,High,6,4,8.66,Bad
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,223.7941653552201,17.669922778799517,11.220540383325773,No,Yes,Yes,No,No,Moderate,No,Single,Poor,301.5989844571342,Average,High,4,5,10.86,Bad
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,131.22597270992975,23.99796380350678,13.635780276832309,No,Yes,No,Yes,No,High,No,Relationship,Poor,378.26060924970375,Average,Moderate,2,2,13.93,Average
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,220.74185969593088,1.880790139947134,8.919243395764521,Yes,Yes,Yes,No,Yes,Moderate,No,Single,Very Good,237.52750175805005,Poor,High,7,4,8.3,Bad
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,198.2309584333489,20.67461643642803,16.470880031919897,Yes,Yes,No,Yes,No,High,No,Relationship,Fair,413.8371688492557,Good,Moderate,5,4,15.35,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,142.2810700665083,15.68014916450688,12.72396096866769,No,Yes,Yes,Yes,No,High,No,Relationship,Average,355.2606256857332,Average,Moderate,0,3,13.01,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,109.40117211466544,11.291995068928385,11.272015883217728,No,Yes,Yes,No,No,Moderate,No,Single,Good,295.64636843587164,Average,High,6,4,10.63,Bad
Student,Male,20,No,4,Separated,Diploma or Below,Diploma or Below,Homemaker,Homemaker,Yes,Student,42.61620158291947,12.060105777843203,8.040546161700947,No,Yes,Yes,No,No,Low,Yes,Single,Extremely Poor,190.62479070818983,Very Poor,Very High,8,7,6.42,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,204.47550331097852,16.28369868385629,16.637963740999446,Yes,Yes,No,Yes,No,Very High,No,Relationship,Good,438.88159886806176,Good,Low,0,3,16.36,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,70.46380600465613,1.0,18.00571170647434,No,Yes,No,Yes,No,High,No,Single,Extremely Poor,345.6285613345169,Average,Moderate,6,9,12.63,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,186.6740939608916,12.3896834336676,12.74048642817798,No,Yes,No,Yes,No,Moderate,No,Single,Average,325.8193088013971,Average,High,1,6,11.83,Average
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,161.55862487424255,10.993481402829651,14.770615724400386,No,Yes,No,Yes,No,High,No,Relationship,Fair,377.5850030859806,Average,Moderate,0,3,13.9,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,227.53999428067368,22.262265674580995,10.732239511155182,Yes,Yes,No,Yes,No,High,No,Relationship,Good,361.7443304769377,Average,Moderate,0,0,13.27,Average
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,158.8568150357095,11.555786539915836,15.466371755361596,No,Yes,Yes,Yes,Yes,High,No,Relationship,Extremely Poor,367.6174099213392,Average,Moderate,2,4,13.5,Average
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,156.9386549557036,16.27908959863608,8.145649499782406,No,Yes,No,No,No,Moderate,No,Single,Poor,260.5582732481641,Poor,High,0,3,9.22,Bad
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,231.2309493001807,30.33821302129041,13.8637267651851,No,Yes,Yes,Yes,No,High,No,Relationship,Average,383.7809041364106,Good,Moderate,9,3,14.15,Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,203.45406203588823,25.95481215852339,15.730465782088308,No,Yes,Yes,Yes,No,High,No,Relationship,Fair,397.1414534585683,Good,Moderate,1,8,14.69,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,202.1309170027945,25.21817119954762,19.01830127875681,No,Yes,Yes,Yes,No,High,No,Relationship,Very Good,428.1050151124016,Good,Moderate,6,12,15.92,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,212.84873128659683,14.001020556713186,12.57602980546741,Yes,Yes,No,Yes,No,Moderate,No,Single,Poor,323.3136387753325,Average,High,7,3,11.73,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,72.5099513755026,22.34425823431722,17.182282435772358,Yes,No,Yes,Yes,No,High,No,Relationship,Fair,419.17910416818427,Good,Moderate,2,6,15.57,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,232.97520759908875,16.12881759637125,15.17224435932201,No,No,No,Yes,Yes,High,No,Single,Extremely Poor,336.87000650835444,Average,Moderate,6,7,12.27,Average
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,222.87281558095216,16.431254314584496,19.124145355100968,Yes,Yes,No,Yes,No,Very High,No,Relationship,Poor,441.78936858015305,Good,Low,6,5,16.47,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,108.8321809996452,21.2774827499724,12.780532107913167,No,Yes,Yes,Yes,Yes,High,No,Single,Very Good,340.8584476111618,Average,Moderate,9,3,12.43,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,162.91436684280592,13.224051292632542,11.829144078475856,No,Yes,No,Yes,No,High,No,Single,Very Good,330.6588286432839,Average,Moderate,3,3,12.03,Average
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,177.24848986606582,29.944024835545623,18.645703984329725,Yes,Yes,Yes,Yes,Yes,Very High,No,Relationship,Fair,448.0590308324076,Good,Low,0,10,16.72,Good
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,170.5852250918787,16.7189588832165,8.59093281689947,No,Yes,No,No,No,Moderate,No,Single,Average,263.07242192508033,Poor,High,3,4,9.32,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,203.37019765979744,22.94688453007732,9.63662471520412,No,Yes,No,Yes,No,High,No,Single,Good,330.7649344714277,Average,Moderate,0,1,12.03,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Mother,280.19567472818284,29.644803834058383,8.988853215008533,Yes,Yes,No,No,No,Moderate,No,Single,Very Good,291.1509498251409,Poor,High,9,5,10.45,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Services,Services,No,Father,255.723670937098,26.2532301966014,18.117319478916837,No,Yes,No,Yes,No,Very High,No,Relationship,Very Good,474.535463100826,Very Good,Low,3,4,17.78,Very Good
Student,Male,20,No,4,Separated,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,88.14465645980157,6.728647178475804,8.127289080443832,Yes,Yes,No,No,No,Low,Yes,Single,Good,227.60411856180343,Poor,Very High,4,5,7.9,Bad
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,223.5448993214234,21.559167160079078,18.339885865964572,Yes,Yes,No,Yes,No,High,No,Relationship,Poor,425.3078437344908,Good,Moderate,8,6,15.81,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,273.02533236747865,24.805755155685176,13.415213544455202,No,Yes,Yes,Yes,No,High,No,Relationship,Average,362.6127585090031,Average,Moderate,6,5,13.3,Average
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,207.07659644824415,25.13490417728599,8.04830334624765,No,Yes,Yes,No,No,Moderate,No,Single,Average,253.0996959748512,Poor,High,8,5,8.92,Bad
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,256.3686297630177,9.09364132708295,12.819742126544504,No,Yes,Yes,Yes,No,Moderate,No,Single,Fair,306.36368670342665,Average,High,8,5,11.05,Average
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,320.8589311990536,12.743718103861408,10.241610092540428,No,Yes,Yes,No,Yes,Moderate,No,Single,Poor,250.2055596184236,Poor,High,7,7,8.81,Bad
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,251.65966822748868,25.95646588593297,15.492805849665956,No,Yes,No,Yes,No,High,No,Relationship,Average,403.286117757574,Good,Moderate,1,7,14.93,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,197.451601694921,11.905917034538836,16.15230547905976,Yes,Yes,Yes,Yes,Yes,High,No,Relationship,Fair,364.02304373923033,Average,Moderate,4,8,13.36,Average
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,253.15619318593275,15.602431546685484,13.850330844859998,No,Yes,No,Yes,No,High,No,Relationship,Average,369.7824089114095,Average,Moderate,3,3,13.59,Average
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,190.1421483167824,30.607006476015755,8.486234305276039,No,No,No,No,No,Moderate,No,Single,Poor,269.39559842823894,Poor,High,0,7,9.58,Bad
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,181.67321302994688,17.617605996921682,15.873545652406422,No,Yes,Yes,Yes,No,High,No,Relationship,Average,404.3388605104929,Good,Moderate,5,3,14.97,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,155.4010035000387,12.185806897329256,18.104465403266254,No,Yes,No,Yes,No,High,No,Relationship,Average,427.1510987674239,Good,Moderate,4,4,15.89,Good
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,289.4389351182476,10.97906114509676,16.64389132791682,Yes,Yes,Yes,Yes,No,High,No,Relationship,Average,376.1408091249696,Average,Moderate,9,7,13.85,Average
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,122.70999338405991,20.661754636681504,17.959495027463824,No,Yes,No,Yes,No,High,No,Relationship,Good,403.4250958621461,Good,Moderate,9,8,14.94,Good
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,287.26574072746814,7.334815932182328,10.40611428261065,Yes,No,No,No,No,Moderate,No,Single,Extremely Poor,241.53652094367652,Poor,High,6,7,8.46,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,214.990488661826,16.021312288828653,18.66665527587779,No,No,No,Yes,No,Very High,No,Relationship,Poor,436.2153999707977,Good,Low,0,6,16.25,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,82.0485677638641,20.66584427992017,11.866321407775551,No,Yes,No,No,No,Moderate,No,Single,Good,297.01358824259194,Average,High,4,9,10.68,Bad
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,205.7354505093995,28.39319856438134,8.160857771023892,No,Yes,Yes,No,No,Moderate,No,Single,Extremely Poor,255.682940328522,Poor,High,2,7,9.03,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,32.998144464386314,23.340384642959965,18.12069975594885,No,Yes,Yes,Yes,No,Very High,No,Relationship,Very Good,459.15622088904615,Good,Low,3,4,17.17,Very Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,223.7855611781725,12.287479056142567,19.30185522757672,No,Yes,No,Yes,No,Very High,No,Relationship,Average,456.5975511035456,Good,Low,3,4,17.06,Very Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,241.96620380922937,27.42735454050976,15.866698369008184,No,Yes,No,Yes,Yes,High,No,Relationship,Average,381.9304686316046,Good,Moderate,5,9,14.08,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,138.53508310435626,15.60387969962018,10.777239565561096,Yes,Yes,No,No,No,Moderate,No,Single,Good,295.5629515407176,Average,High,3,6,10.62,Bad
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Mother,188.64833871689075,8.114375823604728,11.020933571390366,No,Yes,Yes,No,No,Moderate,No,Single,Fair,286.2638508358679,Poor,High,6,3,10.25,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,316.79102036252004,16.62366912587622,13.599114481227437,Yes,Yes,No,Yes,No,High,No,Single,Poor,350.37837500839544,Average,Moderate,2,6,12.82,Average
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,144.59773070166443,29.505353609165617,18.773972955217037,No,Yes,Yes,Yes,No,Very High,No,Relationship,Extremely Poor,449.9114688898224,Good,Low,7,5,16.8,Good
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,105.87646890603796,19.321920400519403,9.7951718737707,No,No,Yes,No,No,Moderate,No,Single,Average,279.67093169392257,Poor,High,1,6,9.99,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,283.7164381723819,18.10017491463829,17.911684035001844,No,Yes,Yes,Yes,No,Very High,No,Relationship,Poor,465.9876704161721,Good,Low,1,1,17.44,Very Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,317.38110333715565,31.097693157622828,11.495633704461804,No,Yes,Yes,Yes,No,High,No,Single,Average,348.9546192302145,Average,Moderate,0,7,12.76,Average
